,processed_text,ad_creative_body,Prevention,Treatment,Diagnosis,Mechanism,Case Report,Transmission,Forecasting,General
840,As we continue to announce our amazing speakers we re happy to introduce you to the first woman in our line up for our upcoming virtual event What Would King Do Imagining MLK s Response to the COVID Pandemic Meet the Honorable Judge Timika Lane She is presently assigned to the Major Trials program in the Criminal Division Here Judge Lane is the sole judge handling human trafficking cases In addition she handles serious felony criminal matters including but not limited to domestic family violence sexual assault attempted murder aggravated assault arson robbery and burglary She also handles Investigative Grand Jury matters and oversees the Uplift Fast Track and Branching Up formerly Roots to Re entry programs Currently she serves as Chair of the Board of Judges Board of City Trust Committee Co Chair of the Local Criminal Rules Committee and a member of the Communication and Community Affairs Jury FYI and Women Judges Initiative committees Recently the Pennsylvania Supreme Court appointed her to the County Adult Probation and Parole Advisory Committee CAPPAC where she serves as Co Chair Additionally she served on the Elder Task Force and as former secretary for the Clifford Scott Green Chapter of the National Judicial Council Judge Lane s commitment to the community extends well beyond her legal career She was formerly a Trustee at Bright Hope Baptist Church Executive Director of the New Life New Member Ministry Vice President of the Hospitality Ministry and the Surviving to Thriving Food Program She worked for Habitat for Humanity during Hurricane Katrina and traveled to New Orleans to rebuild homes destroyed by the hurricane To read Judge Lane s full bio and accolades please visit our Facebook page RSVP AND TUNE IN What Would King Do Monday Jan MLK Day pm pm WhatWouldKingDo BrightHopeBaptistChurch BrightHopeCARES BHCARES Philly TempleHealth Covid MLK MartinLutherKingJr MLKDay,"As we continue to announce our amazing speakers, we're happy to introduce you to the first woman in our line up for our upcoming virtual event, What Would King Do? - Imagining MLK's Response to the COVID-19 Pandemic. Meet the Honorable Judge Timika Lane.

She is presently assigned to the Major Trials program in the Criminal Division. Here, Judge Lane is the sole judge handling human trafficking cases. In addition, she handles serious felony criminal matters including but not limited to, domestic/family violence, sexual assault, attempted murder, aggravated assault, arson, robbery and burglary. She also handles Investigative Grand Jury matters and oversees the Uplift, Fast Track and Branching Up (formerly Roots to Re-entry) programs.

Currently, she serves as Chair of the Board of Judges Board of City Trust Committee, Co-Chair of the Local Criminal Rules Committee and a member of the Communication and Community Affairs, Jury, FYI and Women Judges Initiative committees. Recently, the Pennsylvania Supreme Court appointed her to the County Adult Probation and Parole Advisory Committee (CAPPAC) where she serves as Co-Chair. Additionally, she served on the Elder Task Force and as former secretary for the Clifford Scott Green Chapter of the National Judicial Council.

Judge Lane’s commitment to the community extends well beyond her legal career. She was formerly a Trustee at Bright Hope Baptist Church, Executive Director of the New Life New Member Ministry, Vice-President of the Hospitality Ministry and the Surviving to Thriving Food Program. She worked for Habitat for Humanity during Hurricane Katrina and traveled to New Orleans to rebuild homes destroyed by the hurricane.

To read Judge Lane’s full bio and accolades, please visit our Facebook page.

RSVP AND TUNE IN!
https://www.brighthopecares.org

What Would King Do?
Monday Jan 17, 2022
MLK Day
7pm-8:30pm

#WhatWouldKingDo #BrightHopeBaptistChurch #BrightHopeCARES #BHCARES #Philly #TempleHealth #Covid19 #MLK #MartinLutherKingJr #MLKDay",0,0,0,0,0,0,0,1
841,Calling for action on GP appointments fighting for justice for miners the unveiling of Barnsley s Covid memorial the Proud of Barnsley awards and much more You can find my community update about some of the things I ve been up to this month here,"📰 Calling for action on GP appointments; fighting for justice for miners; the unveiling of Barnsley’s Covid-19 memorial; the Proud of Barnsley awards; and much more. 
  
You can find my community update, about some of the things I’ve been up to this month, here 👇",0,0,0,0,0,0,0,1
842,Christmas tidings Over Christmas I plan on spending as much time as possible with my family and loved ones and as little time as possible on social media So unless there s some sort of emergency or big announcement I won t be on here If you have any council related issues inbox me or use Council email on cllrsgomez aspron sthelens gov uk You can find all the latest information and advice regarding Covid and Council at and we ve also pulled together in one place a range of relevant information for residents The main page is here I ve been a Councillor for ten years over a quarter of my life and through three elections I ve never experienced anything as hard or as testing as this pandemic for what is now a second year But like we can look back and be proud of what we ve done to support each other In any crisis whether it be following black out rules or rationing in War or scientific advice in a pandemic we have a moral duty to follow fact and science to protect the most vulnerable and ourselves And the single biggest thing you can do is get vaccinated Do it based on fact And a love of your closest people Not crap on Facebook The community of Newton le Willows came together in a horrible time to make our collective suffering less And not everywhere else did that So be proud Enjoy some time off if you can Think of our NHS and Key Workers And stay safe Here s to a light at the end of the tunnel in LoveNLW,"Christmas tidings….

Over Christmas, I plan on spending as much time as possible with my family and loved ones and as little time as possible on social media. So unless there’s some sort of emergency or big announcement, I won’t be on here.

If you have any council related issues, inbox me or use Council email on cllrsgomez-aspron@sthelens.gov.uk.

You can find all the latest information and advice regarding Covid and Council at:

https://www.sthelens.gov.uk/coronavirus, 

and we've also pulled together in one place a range of relevant information for residents. The main page is here:

https://www.sthelens.gov.uk/christmasopening

I’ve been a Councillor for ten years, over a quarter of my life and through three elections. I’ve never experienced anything as hard or as testing as this pandemic for what is now a second year. But like 2021, we can look back and be proud of what we’ve done to support each other.

In any crisis, whether it be following black out rules or rationing in War, or scientific advice in a pandemic, we have a moral duty to follow fact and science to protect the most vulnerable and ourselves. And the single biggest thing you can do is get vaccinated. Do it based on fact. And a love of your closest people. Not crap on Facebook.

The community of Newton-le-Willows came together in a horrible time to make our collective suffering less. And not everywhere else did that. So be proud.

Enjoy some time off if you can. Think of our NHS and Key Workers. 

And stay safe. Here’s to a light at the end of the tunnel in 2022 🥂

#LoveNLW",0,1,0,0,0,0,0,0
843,Ned Lamont continues to fall short He failed to procure COVID tests said who cares and then escaped to Florida Stop the double standards,"Ned Lamont continues to fall short. He failed to procure COVID tests, said “who cares,” and then escaped to Florida! Stop the double standards! >>>",0,0,1,0,0,0,0,0
844,Missouri House Bill Refund of All Missouri Covid Fines House Hearing Judiciary Date Time AM Location House Hearing Room Submit Testimony Sponsor is State Rep Chris Sander District of Jackson Cass Lafayette Counties Notwithstanding the provisions of chapter or any other provision of law a local public health agency that imposed a fine or other monetary penalty against an individual or business after March and before the effective date of this section for a failure to comply with a COVID health order shall return all moneys collected from the individual or business as a result of the fine or monetary penalty The local public health agency shall return such moneys before November Call and email your state legislator TODAY to vote to support and also cosponsor HB,"Missouri House Bill 1762
Refund of All Missouri Covid-19 Fines

House Hearing: Judiciary
Date: 1/25/2022 Time: 8:00AM Location: House Hearing Room 6 - Submit Testimony

Sponsor is State Rep Chris Sander
District of Jackson, Cass & Lafayette Counties

“Notwithstanding the provisions of chapter 44 or any other provision of law, a local public health agency that imposed a fine or other monetary penalty against an individual or business after March 12, 2020, and before the effective date of this section, for a failure to comply with a COVID-19 health order shall return all moneys collected from the individual or business as a result of the fine or monetary penalty. The local public health agency shall return such moneys before November 1, 2022.”
​
Call and email your state legislator TODAY to vote to support and also cosponsor HB1762.",1,0,0,0,0,0,0,1
845,Live Q A Covid Vaccine for Kids What QUESTIONS about the Covid Vaccine for kids do you have for Dr Patt You can reply to this announcement PM Jess Kawski or email me jess charlottesupermoms com Dr Patt is Board Certified in Pediatrics and is the Assistant Specialty Medical Director for Atrium Health Levine Children s Hospital AND the site based Medical Director for Atrium Health Levine Children s Charlotte Pediatric Clinic SouthPark Dr Patt has a particular interest in newborn and early childhood development such as sleep nutrition and brain development Dr Rhonda Patt s info A BIG thanks to Atrium Health for being willing to do Q As on whatever we need We feel seen,"Live Q&A: Covid-19 Vaccine for Kids 👩‍⚕️

💉 What QUESTIONS about the Covid Vaccine for kids do you have for Dr. Patt? 

You can reply to this announcement, PM Jess Kawski, or email me jess@charlottesupermoms.com

Dr. Patt is Board Certified in Pediatrics, and is the Assistant Specialty Medical Director for Atrium Health Levine Children's Hospital AND the site-based Medical Director for Atrium Health Levine Children's Charlotte Pediatric Clinic - SouthPark. 

Dr. Patt has a particular interest in newborn and early childhood development, such as sleep, nutrition, and brain development. 

Dr. Rhonda Patt's info >>  https://atriumhealth.org/provider-profile/rhonda-patt-1700940640

💜 A BIG thanks to Atrium Health for being willing to do Q&As on whatever we need! 💜 We feel seen.",0,1,0,0,0,0,0,1
846,The General Consulate of El Salvador is providing FREE PCR Covid tests to ALL residents on a first come first served basis Monday through Friday am to PM El Consulado General de El Salvador en Long Island est proporcionando pruebas PCR Covid GRATIS a TODOS los residentes por orden de llegada de lunes a viernes de am a pm Alkier St Brentwood NY,"The General Consulate of El Salvador is providing FREE PCR Covid-19 tests to ALL residents on a first-come-first-served basis, Monday through Friday, 8 am to 3:30 PM!

El Consulado General de El Salvador en Long Island está proporcionando pruebas PCR Covid-19 GRATIS a TODOS los residentes por orden de llegada, de lunes a viernes, de 8 am a 3:30 pm, 151 Alkier St, Brentwood, NY 11717!",0,0,1,0,0,0,0,0
847,DeSantis said that COVID showed Americans that The governor is more consequential in your daily lives than the president Well said We have a Republic that emphasizes local power over federal That s how the system is supposed to work,"DeSantis said that COVID showed Americans that ""The governor is more consequential in your daily lives"" than the president.

Well said.

We have a Republic that emphasizes local power over federal.

That's how the system is supposed to work.",0,0,0,0,0,0,0,1
848,Congratulations to CEO and Chairman of Pfizer Dr Albert Bourla announced today as the Genesis Prize Laureate A child of Holocaust survivors Dr Bourla and his team at Pfizer helped save millions of lives by developing a safe and effective COVID vaccine and a life saving antiviral treatment in record time The annual Genesis Prize dubbed the Jewish Nobel by TIME Magazine honors extraordinary individuals for their outstanding professional achievement contribution to humanity and commitment to Jewish values GenesisPrize Photo credit Joshua Jordan,"Congratulations to CEO and Chairman of Pfizer Dr. Albert Bourla, announced today as the 2022 Genesis Prize Laureate. A child of Holocaust survivors, Dr. Bourla and his team at Pfizer helped save millions of lives by developing a safe and effective COVID-19 vaccine and a life-saving antiviral treatment in record time. The annual Genesis Prize, dubbed the “Jewish Nobel” by TIME Magazine, honors extraordinary individuals for their outstanding professional achievement, contribution to humanity, and commitment to Jewish values. #GenesisPrize 

Photo credit: Joshua Jordan",0,1,0,0,0,0,0,1
849,Congresswoman Carolyn Bourdeaux delivered Covid relief for our families and small businesses and worked with President Biden to pass the historic infrastructure bill that tackles climate change and creates good jobs Now Carolyn is fighting to close the Medicaid coverage gap so everyone has health care Learn more,"Congresswoman Carolyn Bourdeaux delivered Covid relief for our families and small businesses and worked with President Biden to pass the historic infrastructure bill that tackles climate change and creates good jobs.

Now, Carolyn is fighting to close the Medicaid coverage gap so everyone has health care.  Learn more ↓↓↓",0,0,0,0,0,0,0,1
850,Hello Idaho Today Optum Idaho announced a donation to ECHO Idaho at the University of Idaho to increase mental health care access statewide The grant will address Idaho s behavioral health workforce development crisis by supporting training in mental health and substance use disorder education for Idaho primary health care professionals Optum Idaho is committed to addressing this mental health workforce crisis by partnering with ECHO Idaho to increase the capacity of the current primary care workforce said Optum Idaho Executive Director Georganne Benjamin While the need for behavioral health services has increased exponentially over the past two years due to the residual effects of the COVID pandemic the already stretched thin capacity of Idaho s mental health care workforce to treat patients has not grown to meet this demand Read the entire announcement here,"Hello Idaho! Today, Optum Idaho announced a $200,000 donation to ECHO Idaho at the University of Idaho to increase mental health care access statewide. The grant will address Idaho's behavioral health workforce development crisis by supporting training in mental health and substance use disorder education for Idaho primary health care professionals.
“Optum Idaho is committed to addressing this mental health workforce crisis by partnering with ECHO Idaho to increase the capacity of the current primary care workforce,” said Optum Idaho Executive Director Georganne Benjamin. “While the need for behavioral health services has increased exponentially over the past two years due to the residual effects of the COVID pandemic, the already-stretched-thin capacity of Idaho’s mental health care workforce to treat patients has not grown to meet this demand.”
Read the entire announcement here: 
https://www.businesswire.com/news/home/20220126005155/en/Optum-Idaho-Donates-200000-to-Increase-Mental-Health-Care-Access-Statewide",0,0,0,0,0,0,0,1
851,Welcome to episode of the To Be Frank Show with Zacc Strack On this episode Frank and Sarah discuss live news Southwest flight attendance hospitalized after assault Janet Yeller admitting labor participation is depressed Bannon being indicted Kamala Harris concern over immigration rush in Polish Border and a Federal Appeals court halting Biden s Vaccine mandate for business with over employees Then in Double Take they tackle the virus surge in Central and Eastern Europe the Afghan hunger crisis getting worse the relationship between China and Russia Families celebrating the holidays and the updates to the Kyle Rittenhouse Trail In Frank Unplugged Frank discusses Trump s recent aim to oust rinos who voted the Infrastructure Bill And finally Sarah gives the top headlines in under five minutes Intro Live News Double Take Frank Unplugged Headlines Under Five ToBeFrankShow InfrastructureBill Infrastructure,"Welcome to episode 36 of the To Be Frank Show with Zacc & Strack!

On this episode Frank and Sarah discuss live news Southwest flight attendance hospitalized after assault, Janet Yeller admitting labor participation is depressed, Bannon being indicted, Kamala Harris' concern over immigration rush in Polish Border, and a Federal Appeals court halting Biden's Vaccine mandate for business with over 100 employees.

Then in Double Take they tackle the virus surge in Central and Eastern Europe, the Afghan hunger crisis getting worse, the relationship between China and Russia, Families celebrating the holidays, and the updates to the Kyle Rittenhouse Trail.

In Frank Unplugged, Frank discusses Trump's recent aim to oust rinos who voted the Infrastructure Bill.

And finally Sarah gives the top headlines in under five minutes!
---------------------------------------------------------------------------
00:00 Intro
05:59 Live News
28:08 Double Take
49:10 Frank Unplugged
59:27 Headlines Under Five
---------------------------------------------------------------------------
#ToBeFrankShow #InfrastructureBill #Infrastructure",0,1,0,0,0,0,1,0
852,One of the most important and potent weapons we still have in our battle with COVID is to keep workers safe on the job and to make sure we have the flexibility and economic supports to stay home if we are sick or exhibiting symptoms Read more from Oregon AFL CIO President Graham Trainor in the latest issue of the Northwest Labor Press,"""One of the most important and potent weapons we still have in our battle with COVID-19 is to keep workers safe on the job, and to make sure we have the flexibility and economic supports to stay home if we are sick or exhibiting symptoms.""

Read more from Oregon AFL-CIO President Graham Trainor in the latest issue of the Northwest Labor Press: https://nwlaborpress.org/2022/01/now-is-not-the-time/",1,0,0,0,0,0,0,0
853,A reporter for Kaiser Health News asked the Michigan Department of Licensing and Regulatory Affairs if it was investigating Dr Peter McCullough a cardiologist who once practiced in Michigan and recently appeared on the popular Joe Rogan podcast McCullough has alleged that treatments such as hydroxychloroquine and ivermectin have been purposely suppressed and criticized the public health establishment s protocols for treating COVID,"A reporter for Kaiser Health News asked the Michigan Department of Licensing and Regulatory Affairs if it was investigating Dr. Peter McCullough, a cardiologist who once practiced in Michigan and recently appeared on the popular Joe Rogan podcast. McCullough has alleged that treatments such as hydroxychloroquine and ivermectin have been purposely suppressed and criticized the public health establishment’s protocols for treating COVID-19.",0,1,0,1,0,0,0,0
854,Need a Covid test for travel Want a home test or clinic near you We compare the PCR lateral flow market and help you choose by customer satisfaction and price,Need a Covid test for travel? Want a home test or clinic near you? We compare the PCR & lateral flow market and help you choose by customer satisfaction and price.,0,0,1,0,0,0,0,0
855,Since it happened in closed session there is no way to verify what the Board of Trustees discussed with Dr Stone But given the fact that student outcomes have steadily increased during her tenure at RISD and given the challenges our students face as a result of Covid this is not the kind of distraction that our students or our district needs Reach out to your trustee and let them know that you support Dr Stone and the progress that RISD is making for all of our students,"Since it happened in closed session, there is no way to verify what the Board of Trustees discussed with Dr. Stone. But given the fact that student outcomes have steadily increased during her tenure at RISD, and given the challenges our students face as a result of Covid, this is not the kind of distraction that our students or our district needs. Reach out to your trustee and let them know that you support Dr. Stone and the progress that RISD is making for all of our students.",0,0,0,0,0,0,0,1
856,Need to get your Covid vaccine st nd after weeks Booster healthcare worker at risk AND days since nd You can book an appointment online or head to a walk in site near you,"Need to get your Covid vaccine?
💉 1st (16+) 
💉 2nd (after 8 weeks) 
💉 Booster (50+/healthcare worker/at risk AND 182 days since 2nd)

You can book an appointment online or head to a walk-in site near you: https://bit.ly/3HC70gA",0,1,0,0,0,0,0,0
857,Spent time talking with the Odem Volunteer Fire Department relating to Covid preparedness school lunch programs and emergency readiness We also appreciate being able to assist them in their supply drive today Headed to the Nueces County Junior Livestock Show to officially participate as a judge in the brisket competition,"Spent time talking with the Odem Volunteer Fire Department relating to Covid-19 preparedness, school lunch programs, and emergency readiness. We also appreciate being able to assist them in their supply drive today. Headed to the Nueces County Junior Livestock Show to officially participate as a judge in the brisket competition.",1,0,0,0,0,0,0,0
